"node_index","node_id","node_type","node_name","node_description","indication","mechanism_of_action","node_source"
"189","DRUG_ba34774776","Drug","Glibenclamide","Liều 5mg/ngày, uống 2-4 viên tùy đường huyết. Có thể gây hạ đường huyết. | Không phù hợp với bệnh nhân đái tháo đường típ 1. | Liều lượng không áp dụng cho ĐTĐ típ 1. | Liều thường dùng: 2.5-10mg/ngày. | Liều thường dùng: 2.5-10mg/ngày. | Liều thường dùng: 2.5-10mg/ngày. | Liều thường dùng: 5mg/ngày.","Không được sử dụng trong đái tháo đường típ 1 do không có tác dụng. | Điều trị đái tháo đường type 2, dùng phối hợp hoặc đơn độc. | Không được sử dụng trong ĐTĐ típ 1. | Chỉ định cho người có kháng insulin nặng, cần tăng tiết insulin. | Chỉ định cho người có kháng insulin nặng, cần tăng tiết insulin. | Chỉ định điều trị đái tháo đường tuýp 2, đặc biệt ở người cao tuổi. | Chỉ định cho người có kháng insulin nặng, cần tăng tiết insulin.","Kích thích tiết insulin từ tế bào beta tụy. | Kích thích tiết insulin từ tụy. | Kích thích tiết Insulin từ tế bào beta tụy. | Kích thích tế bào beta tuyến tụy sản xuất thêm insulin. | Kích thích tế bào beta tuyến tụy sản xuất thêm insulin. | Kích thích tế bào beta tuyến tụy sản xuất thêm insulin. | Kích thích tế bào beta tuyến tụy tiết insulin.","https://web.archive.org/web/https://vncdc.gov.vn/quan-ly-benh-dai-thao-duong-nd14581.html | https://web.archive.org/web/https://ttytiapa.gialai.gov.vn/van-ban/huong-dan-chan-doan-va-dieu-tri-benh-dai-thao-duong-tip-1-o-.html | https://benhviennhitrunguong.gov.vn/hoi-thao-xu-huong-dieu-tri-dai-thao-duong-tip-1-chung-ta-khong-the-dung-ngoai.html | http://ttyt.tamduong.laichau.gov.vn/quan-ly-nha-nuoc/hoat-dong-doan-doi/dai-thao-duong-tuyp-2-nguyen-nhan-trieu-chung-chan-doan-va-d.html | http://ttyt.tamduong.laichau.gov.vn/quan-ly-nha-nuoc/hoat-dong-doan-doi/dai-thao-duong-tuyp-2-nguyen-nhan-trieu-chung-chan-doan-va-d.html | http://ttyt.tamduong.laichau.gov.vn/quan-ly-nha-nuoc/hoat-dong-doan-doi/dai-thao-duong-tuyp-2-nguyen-nhan-trieu-chung-chan-doan-va-d.html | https://web.archive.org/web/http://ttyt.tamduong.laichau.gov.vn/quan-ly-nha-nuoc/hoat-dong-doan-doi/dai-thao-duong-tuyp-2-nguyen-nhan-trieu-chung-chan-doan-va-d.html"
"190","DRUG_ba3bfe81b9","Drug","Thuốc chẹn Beta","Không dùng cho người bị hen suyễn.","Giảm gánh nặng cho tim, giãn mạch máu.","Kìm hãm hoạt động của beta-adrenergic receptors trên tim và mạch máu.","https://tamanhhospital.vn/tang-huyet-ap-thu-phat/"
"191","DRUG_ba3bfe81b9","Drug","Thuốc chẹn beta","Cần tuân thủ chỉ định của bác sĩ, không tự ý bỏ thuốc. | Liều lượng thường được điều chỉnh theo phản ứng lâm sàng. | Liều lượng thường được điều chỉnh theo phản ứng lâm sàng.","Giảm hoạt động của hệ thần kinh giao cảm, giảm gánh nặng cho tim. | Giảm hoạt động của hệ thần kinh giao cảm, làm giảm nhu cầu oxy cho tim. | Điều trị tăng huyết áp và các bệnh tim mạch. | Điều trị tăng huyết áp và các bệnh tim mạch.","Chặn tác động của hormone catecholamine lên cơ tim và mạch máu. | Chẹn tác dụng của hormone catecholamine lên tim và mạch máu. | Giảm hoạt động của hệ thần kinh giao cảm, làm giảm nhịp tim và cung lượng tim. | Giảm hoạt động của hệ thần kinh giao cảm, làm giảm nhịp tim và cung lượng tim.","https://bachmai.gov.vn/bai-viet/nhan-biet-dieu-tri-va-cham-soc-nguoi-benh-suy-tim?id=f55f8d26-9341-41d6-a243-00f543335069 | https://web.archive.org/web/https://bachmai.gov.vn/bai-viet/nhan-biet-dieu-tri-va-cham-soc-nguoi-benh-suy-tim?id=f55f8d26-9341-41d6-a243-00f543335069 | http://bvhoanghoa.ytethanhhoa.gov.vn/web/khoa-phong-chuc-nang/khoa-phong-chuc-nang/to-cong-tac-xa-hoi/benh-tang-huyet-ap-ke-giet-nguoi-tham-lang.html | http://bvhoanghoa.ytethanhhoa.gov.vn/web/khoa-phong-chuc-nang/khoa-phong-chuc-nang/to-cong-tac-xa-hoi/benh-tang-huyet-ap-ke-giet-nguoi-tham-lang.html"
"192","DRUG_bd107be895","Drug","Salbutamol","Liều dùng: 400 mg khí dung hoặc phun hít. Chỉ số Gaensler ≥ 70% sau sử dụng. | Liều dùng: 2 lần xịt họng thuốc giãn phế quản tác dụng ngắn. Nếu chưa giảm khó thở thì xịt lặp lại 2 lần cách nhau khoảng 5 - 10 phút. | Liều: viên 4mg uống ngày 4 viên chia 4 lần; xịt 100mcg/lần xịt, xịt ngày 4 lần mỗi lần 2 nhát.","Dùng để giãn cơ trơn phế quản trong cơn hen. | Điều trị cơn hen cấp tính, giãn phế quản nhanh chóng. | Điều trị cơn khó thở cấp, dùng ngắn hạn khi có triệu chứng.","Cơ chế tác dụng là kích thích thụ thể beta-2, làm giãn cơ trơn phế quản. | Giãn cơ trơn đường thở bằng cách kích hoạt thụ thể beta-2 adrenergic. | Cường beta-2 adrenergic tác dụng ngắn, giãn phế quản nhanh chóng.","https://www.vinmec.com/vie/bai-viet/dau-hieu-nhan-biet-con-hen-phe-quan-cap-tinh-vi | https://hohap.bachmai.gov.vn/detail/14225/hen-phe-quan-%C2%A0-cach-nhan-biet-va-chan-doan.html | https://web.archive.org/web/https://vncdc.gov.vn/huong-dan-chan-doan-va-dieu-tri-benh-phoi-tac-nghen-man-tinh-nd14577.html"
"193","DRUG_bde6a813b6","Drug","Enalapril","Liều ban đầu: 5 mg/ngày; liều duy trì: 5 – 40 mg/ngày. | Liều ban đầu: 5 mg/ngày; liều duy trì: 5-40 mg/ngày. | Liều ban đầu: 5 mg/ngày; liều duy trì: 5-40 mg/ngày. | Liều ban đầu: 5 mg/ngày; liều duy trì: 5 – 40 mg/ngày. | Liều ban đầu: 5 mg; liều duy trì: 5–40 mg/ngày. | Liều ban đầu: 5 mg/ngày; Liều duy trì: 5-40 mg/ngày.","Dùng cho tăng huyết áp độ 2 và trên, đặc biệt ở bệnh nhân suy tim. | Dùng cho tăng huyết áp độ 1 và kháng trị, đặc biệt ở người có suy tim. | Dùng cho tăng huyết áp độ 1 và kháng trị, đặc biệt ở người có suy tim. | Dùng cho THA độ 2 và cao hơn, đặc biệt ở bệnh nhân suy tim. | Dùng cho tăng huyết áp độ 2 và trên, đặc biệt ở bệnh nhân suy tim. | Điều trị tăng huyết áp độ 1 và độ 2, đặc biệt ở bệnh nhân suy tim. | Dùng cho tăng huyết áp độ 1 và độ 2, đặc biệt ở bệnh nhân suy tim hoặc đái tháo đường.","Ức chế men chuyển, giảm sản sinh angiotensin II. | Ức chế men chuyển, giảm sản sinh angiotensin II, giãn mạch. | Ức chế men chuyển, giảm sản sinh angiotensin II, giãn mạch. | Ức chế men chuyển, làm giảm hệ renin-angiotensin. | Ức chế men chuyển, giảm sản sinh angiotensin II. | Ức chế men chuyển, làm giảm hệ renin-angiotensin. | Ức chế men chuyển, giảm sản sinh angiotensin II.","https://chanthuongvacotsong.bachmai.gov.vn/huong-dan-chan-doan-va-dieu-tri-tang-huyet-ap/ | https://web.archive.org/web/https://vncdc.gov.vn/huong-dan-chan-doan-va-dieu-tri-tang-huyet-ap-nd14594.html | https://web.archive.org/web/https://vncdc.gov.vn/huong-dan-chan-doan-va-dieu-tri-tang-huyet-ap-nd14594.html | https://web.archive.org/web/https://chanthuongvacotsong.bachmai.gov.vn/huong-dan-chan-doan-va-dieu-tri-tang-huyet-ap/ | https://chanthuongvacotsong.bachmai.gov.vn/huong-dan-chan-doan-va-dieu-tri-tang-huyet-ap/ | https://web.archive.org/web/https://chanthuongvacotsong.bachmai.gov.vn/huong-dan-chan-doan-va-dieu-tri-tang-huyet-ap/ | https://chanthuongvacotsong.bachmai.gov.vn/huong-dan-chan-doan-va-dieu-tri-tang-huyet-ap/"
"194","DRUG_c1199d80ca","Drug","MRA","Cần tuân thủ chỉ định của bác sĩ, không tự ý bỏ thuốc.","Giảm tác động của hormone aldosterone, giúp giảm giữ nước và muối. | Điều trị suy tim bằng cách đối kháng thụ thể aldosterone, giảm giữ nước và muối.","Ức chế tác dụng của hormone aldosterone trên thận và cơ tim. | Đối kháng thụ thể aldosterone, làm giảm giữ nước và tăng thải Na+.","https://bachmai.gov.vn/bai-viet/nhan-biet-dieu-tri-va-cham-soc-nguoi-benh-suy-tim?id=f55f8d26-9341-41d6-a243-00f543335069 | https://web.archive.org/web/https://bachmai.gov.vn/bai-viet/nhan-biet-dieu-tri-va-cham-soc-nguoi-benh-suy-tim?id=f55f8d26-9341-41d6-a243-00f543335069"
"195","DRUG_c18f8cceb7","Drug","Metformin","Liều khởi đầu thường là 500mg/ngày, chia 2 lần. | Liều ban đầu 500mg/ngày, tăng dần lên tối đa 2000mg/ngày. Không gây hạ đường huyết. | Không phù hợp với bệnh nhân đái tháo đường típ 1. | Liều khởi đầu thường là 500mg/ngày, chia 2 lần. | Liều lượng không áp dụng cho ĐTĐ típ 1. | Liều khởi đầu thường là 500 mg/ngày, chia 2 lần. Không dùng cho người có chức năng thận suy giảm nặng. | Liều khởi đầu thường là 500 mg/ngày, tăng dần lên 1000-2000 mg/ngày. | Liều khởi đầu thường là 500 mg/ngày, chia 2 lần. | Liều thường bắt đầu từ 500 mg/ngày, tăng dần lên 1500-2000 mg/ngày. | Liều thường dùng: 500mg/ngày, chia 2 lần. | Liều khởi đầu thường là 500 mg/ngày, chia 2 lần. Không dùng cho người có chức năng thận suy giảm nặng. | Liều thường dùng: 500mg/ngày, chia 2 lần. | Liều khởi đầu thường là 500 mg/ngày, chia 2 lần. Không dùng cho người có chức năng thận suy giảm nặng. | Liều khởi đầu thường là 500 mg/ngày, chia 2 lần. Không dùng cho người có chức năng thận suy giảm nặng. | Liều thường dùng: 500mg/ngày, chia 2 lần. | Liều thường dùng: 500 mg - 1000 mg/ngày, chia 2 lần. | Liều khởi đầu thường là 500 mg/ngày, chia 2 lần. Không dùng cho người có chức năng thận suy giảm nặng. | Liều thường dùng: 500 mg - 1000 mg/ngày, chia 2 lần. | Liều khởi đầu thường là 500 mg/ngày, chia 2 lần. Không dùng cho người có chức năng thận suy giảm nặng. | Liều khởi đầu thường là 500 mg/ngày, chia 2 lần. Có thể tăng liều lên đến 1500-2000 mg/ngày nếu cần thiết. | Liều khởi đầu thường là 500 mg/ngày, chia 2 lần. Có thể điều chỉnh lên đến 2 g/ngày nếu cần thiết. | Liều khởi đầu thường là 500 mg/ngày, tăng dần lên 1000-2000 mg/ngày. | Liều khởi đầu thường là 500 mg/ngày, chia 2 lần. Không dùng cho người có chức năng thận suy giảm nặng. | Liều khởi đầu thường là 500 mg/ngày, chia 2 lần. Có thể điều chỉnh lên đến 2 g/ngày nếu cần thiết. | Liều lượng thường bắt đầu từ 500 mg/ngày, chia 2 lần, có thể điều chỉnh lên đến 2000 mg/ngày. | Liều khởi đầu thường là 500 mg/ngày, tăng dần lên 1000-2000 mg/ngày.","Điều trị đái tháo đường típ 2, cải thiện đề kháng insulin. | Không được sử dụng trong đái tháo đường típ 1 do không có tác dụng. | Điều trị đái tháo đường type 2, thuốc nền tảng. | Điều trị đái tháo đường típ 2, cải thiện đề kháng insulin. | Không được sử dụng trong ĐTĐ típ 1. | Chỉ định điều trị đái tháo đường týp 2, đặc biệt ở người béo phì. | Thuốc đầu tiên cho người có BMI ≥ 23. | Thuốc đầu tiên cho người có BMI ≥ 23. | Thuốc lựa chọn ban đầu cho người có BMI ≥ 23. | Chỉ định điều trị đái tháo đường tuýp 2 ở người có kháng insulin. | Chỉ định điều trị đái tháo đường týp 2, đặc biệt ở người béo phì. | Chỉ định điều trị đái tháo đường tuýp 2 ở người có kháng insulin. | Chỉ định điều trị đái tháo đường týp 2, đặc biệt ở người béo phì. | Chỉ định điều trị đái tháo đường týp 2, đặc biệt ở người béo phì. | Chỉ định điều trị đái tháo đường tuýp 2 ở người có kháng insulin. | Chỉ định điều trị đái tháo đường type 2, đặc biệt khi có đề kháng insulin. | Chỉ định điều trị đái tháo đường týp 2, đặc biệt ở người béo phì. | Chỉ định điều trị đái tháo đường týp 2, đặc biệt ở người béo phì. | Chỉ định điều trị đái tháo đường tuýp 2. | Chỉ định điều trị đái tháo đường típ 2. | Thuốc đầu tiên cho người có BMI ≥ 23. | Chỉ định điều trị đái tháo đường týp 2 ở người có BMI ≥ 23. | Chỉ định điều trị đái tháo đường týp 2, đặc biệt ở người béo phì. | Chỉ định điều trị đái tháo đường týp 2 ở người có BMI ≥ 23. | Chỉ định điều trị đái tháo đường type 2, giúp giảm glucose máu bằng cách tăng nhạy cảm insulin. | Thuốc đầu tiên cho người có BMI ≥ 23.","Giảm hấp thu glucose ở ruột và tăng nhạy cảm insulin. | Cải thiện nhạy cảm insulin và giảm sản xuất glucose ở gan. | Giảm sản xuất glucose ở gan và tăng nhạy cảm insulin tại các cơ quan đích. | Giảm sản xuất glucose ở gan và tăng nhạy cảm insulin tại các cơ quan đích. | Giảm hấp thu glucose ở ruột và tăng nhạy cảm Insulin. | Ức chế sản xuất glucose tại gan và tăng nhạy cảm insulin ở mô cơ vân và mỡ. | Ức chế sản xuất glucose tại gan, tăng nhạy cảm insulin. | Giảm hấp thu glucose ở ruột và tăng nhạy cảm với insulin tại cơ thể. | Ức chế sản xuất glucose tại gan và tăng nhạy cảm insulin ở mô cơ vân và mỡ. | Giảm hấp thu glucose ở ruột và tăng nhạy cảm với insulin tại cơ thể. | Ức chế sản xuất glucose tại gan và tăng nhạy cảm insulin ở mô cơ vân và mỡ. | Ức chế sản xuất glucose tại gan và tăng nhạy cảm insulin ở mô cơ vân và mỡ. | Giảm hấp thu glucose ở ruột và tăng nhạy cảm với insulin tại cơ thể. | Giảm hấp thu glucose ở ruột và tăng nhạy cảm với insulin tại tế bào. | Giảm hấp thu glucose ở ruột và tăng nhạy cảm insulin tại cơ thể. | Ức chế sản xuất glucose tại gan và tăng nhạy cảm insulin ở mô cơ vân và mỡ. | Ức chế sản xuất glucose tại gan và tăng nhạy cảm insulin ở mô cơ vân và mỡ. | Giảm hấp thu glucose ở ruột và tăng nhạy cảm insulin. | Ức chế hấp thu glucose ở ruột và tăng nhạy cảm insulin tại cơ, gan. | Ức chế sản xuất glucose tại gan, tăng nhạy cảm insulin. | Ức chế sản xuất glucose tại gan và tăng nhạy cảm insulin ở mô cơ vân và mỡ. | Ức chế sản xuất glucose tại gan, tăng nhạy cảm insulin. | Tăng khả năng sử dụng glucose của cơ bắp và giảm sản xuất glucose ở gan. | Ức chế sản xuất glucose tại gan, tăng nhạy cảm insulin.","https://web.archive.org/web/https://vncdc.gov.vn/quan-ly-benh-dai-thao-duong-nd14581.html | https://web.archive.org/web/https://benhvienquynhon.gov.vn/tin-tuc/hoat-dong-cua-ttyt/dai-thao-duong-va-nhung-dieu-ban-can-biet/ | https://web.archive.org/web/https://ttytiapa.gialai.gov.vn/van-ban/huong-dan-chan-doan-va-dieu-tri-benh-dai-thao-duong-tip-1-o-.html | https://web.archive.org/web/https://benhvienquynhon.gov.vn/tin-tuc/hoat-dong-cua-ttyt/dai-thao-duong-va-nhung-dieu-ban-can-biet/ | https://benhviennhitrunguong.gov.vn/hoi-thao-xu-huong-dieu-tri-dai-thao-duong-tip-1-chung-ta-khong-the-dung-ngoai.html | https://web.archive.org/web/https://vncdc.gov.vn/huong-dan-chan-doan-va-dieu-tri-benh-dai-thao-duong-tuyp-2-nd14582.html | https://chanthuongvacotsong.bachmai.gov.vn/huong-dan-chan-doan-va-dieu-tri-dai-thao-duong-type-2/ | https://web.archive.org/web/https://chanthuongvacotsong.bachmai.gov.vn/huong-dan-chan-doan-va-dieu-tri-dai-thao-duong-type-2/ | http://ttyt.tamduong.laichau.gov.vn/quan-ly-nha-nuoc/hoat-dong-doan-doi/dai-thao-duong-tuyp-2-nguyen-nhan-trieu-chung-chan-doan-va-d.html | https://web.archive.org/web/https://vncdc.gov.vn/huong-dan-chan-doan-va-dieu-tri-benh-dai-thao-duong-tuyp-2-nd14582.html | http://ttyt.tamduong.laichau.gov.vn/quan-ly-nha-nuoc/hoat-dong-doan-doi/dai-thao-duong-tuyp-2-nguyen-nhan-trieu-chung-chan-doan-va-d.html | https://web.archive.org/web/https://vncdc.gov.vn/huong-dan-chan-doan-va-dieu-tri-benh-dai-thao-duong-tuyp-2-nd14582.html | https://web.archive.org/web/https://vncdc.gov.vn/huong-dan-chan-doan-va-dieu-tri-benh-dai-thao-duong-tuyp-2-nd14582.html | http://ttyt.tamduong.laichau.gov.vn/quan-ly-nha-nuoc/hoat-dong-doan-doi/dai-thao-duong-tuyp-2-nguyen-nhan-trieu-chung-chan-doan-va-d.html | https://web.archive.org/web/http://ttyt.tamduong.laichau.gov.vn/quan-ly-nha-nuoc/hoat-dong-doan-doi/dai-thao-duong-tuyp-2-nguyen-nhan-trieu-chung-chan-doan-va-d.html | https://web.archive.org/web/https://www.vinmec.com/vie/bai-viet/tong-quan-ve-benh-dai-thao-duong-vi | https://web.archive.org/web/https://vncdc.gov.vn/huong-dan-chan-doan-va-dieu-tri-benh-dai-thao-duong-tuyp-2-nd14582.html | https://web.archive.org/web/https://vncdc.gov.vn/huong-dan-chan-doan-va-dieu-tri-benh-dai-thao-duong-tuyp-2-nd14582.html | https://web.archive.org/web/http://bvthanhpho.ytethanhhoa.gov.vn/web/trang-chu/khoa-phong-chuc-nang/khoa-lam-sang/khoa-noi-nhi/benh-dai-thao-duong-va-dau-hieu-nhan-biet-benh-dai-thao-duong.html | https://web.archive.org/web/https://www.benhviendakhoasongma.gov.vn/bai-viet/benh-dai-thao-duong-220 | https://web.archive.org/web/https://vncdc.gov.vn/huong-dan-chan-doan-va-dieu-tri-benh-dai-thao-duong-tuyp-2-nd14582.html | https://chanthuongvacotsong.bachmai.gov.vn/huong-dan-chan-doan-va-dieu-tri-dai-thao-duong-type-2/ | https://web.archive.org/web/https://chanthuongvacotsong.bachmai.gov.vn/huong-dan-chan-doan-va-dieu-tri-dai-thao-duong-type-2/ | https://web.archive.org/web/https://vncdc.gov.vn/huong-dan-chan-doan-va-dieu-tri-benh-dai-thao-duong-tuyp-2-nd14582.html | https://web.archive.org/web/https://vncdc.gov.vn/huong-dan-chan-doan-va-dieu-tri-benh-dai-thao-duong-tuyp-2-nd14582.html | https://www.vinmec.com/vie/bai-viet/tong-quan-ve-benh-dai-thao-duong-vi | https://chanthuongvacotsong.bachmai.gov.vn/huong-dan-chan-doan-va-dieu-tri-dai-thao-duong-type-2/ | https://web.archive.org/web/https://chanthuongvacotsong.bachmai.gov.vn/huong-dan-chan-doan-va-dieu-tri-dai-thao-duong-type-2/"
"196","DRUG_c41007ff15","Drug","Thuốc kháng cholinergic","Không mô tả | Có dạng hít hoặc tiêm, thường dùng kết hợp với thuốc giãn phế quản.","Điều trị co thắt phế quản. | Dùng để kiểm soát cơn hen cấp tính.","| Ức chế hoạt động của acetylcholine, làm giãn phế quản.","https://web.archive.org/web/https://bachmai.gov.vn/tin-chi-tiet/-/bai-viet/huong-dan-su-dung-thuoc-hit-xit-o-nguoi-mac-benh-phoi-man-tinh-8626-146.html | https://web.archive.org/web/http://phacdo.soytequangninh.gov.vn/news/tin-tuc-su-kien/hen-phe-quan-hieu-dung-de-song-khoe-dieu-tri-hieu-qua-phong-ngua-chu-dong.html"
"197","DRUG_c587ceab44","Drug","Hydrochlorothiazide","Liều ban đầu: 12,5 mg/ngày; liều duy trì: 12,5 – 25 mg/ngày. | Liều ban đầu: 12.5 mg/ngày; liều duy trì: 12.5 – 25 mg/ngày. | Liều ban đầu: 12.5 mg/ngày; liều duy trì: 12.5 – 25 mg/ngày. | Liều ban đầu: 12.5 mg/ngày; liều duy trì: 12.5 – 25 mg/ngày. | Liều ban đầu: 12,5 mg/ngày; liều duy trì: 12,5 – 25 mg/ngày. | Liều ban đầu: 12.5 mg/ngày; liều duy trì: 12.5 – 25 mg/ngày. | Liều ban đầu: 12.5 mg/ngày; Liều duy trì: 12.5 – 25 mg/ngày.","Dùng cho tăng huyết áp độ 1 và phối hợp điều trị độ 2 trở lên. | Dùng cho tăng huyết áp độ 1 và kháng trị. | Dùng cho tăng huyết áp độ 1 và kháng trị. | Dùng cho tăng huyết áp độ 1 và phối hợp điều trị độ 2 trở lên. | Dùng cho THA độ 1, có thể phối hợp với thuốc khác ở độ cao hơn. | Dùng cho tăng huyết áp độ 1 và phối hợp điều trị ở các mức độ cao hơn. | Điều trị tăng huyết áp độ 1, đặc biệt ở người cao tuổi và suy tim.","Lợi tiểu thiazide, giảm thể tích máu và giảm tải trọng tim. | Lợi tiểu thiazide, giảm thể tích máu và giảm tải trọng tim. | Lợi tiểu thiazide, giảm thể tích máu và giảm tải cho tim.","https://chanthuongvacotsong.bachmai.gov.vn/huong-dan-chan-doan-va-dieu-tri-tang-huyet-ap/ | https://web.archive.org/web/https://vncdc.gov.vn/huong-dan-chan-doan-va-dieu-tri-tang-huyet-ap-nd14594.html | https://web.archive.org/web/https://vncdc.gov.vn/huong-dan-chan-doan-va-dieu-tri-tang-huyet-ap-nd14594.html | https://web.archive.org/web/https://chanthuongvacotsong.bachmai.gov.vn/huong-dan-chan-doan-va-dieu-tri-tang-huyet-ap/ | https://chanthuongvacotsong.bachmai.gov.vn/huong-dan-chan-doan-va-dieu-tri-tang-huyet-ap/ | https://web.archive.org/web/https://chanthuongvacotsong.bachmai.gov.vn/huong-dan-chan-doan-va-dieu-tri-tang-huyet-ap/ | https://chanthuongvacotsong.bachmai.gov.vn/huong-dan-chan-doan-va-dieu-tri-tang-huyet-ap/"
"198","DRUG_c9b856a51f","Drug","Ipratropium","Dạng hít, dùng trong cơn hen cấp tính.","Giảm co thắt phế quản do giãn cơ trơn.","Kích thích thụ thể muscarinic M3 để ức chế co thắt.","https://www.vinmec.com/vie/benh/hen-phe-quan-2949"
"199","DRUG_cbef9f9176","Drug","Thuốc ức chế ACE","Liều lượng thường bắt đầu từ thấp và tăng dần theo phản ứng.","Điều trị tăng huyết áp, đặc biệt ở người có rối loạn hệ renin-angiotensin. | Điều trị tăng huyết áp, đặc biệt ở người có rối loạn hệ renin-angiotensin. | Điều trị tăng huyết áp, đặc biệt trong trường hợp có rối loạn hệ renin-angiotensin. | Điều trị tăng huyết áp, đặc biệt trong trường hợp có rối loạn hệ renin-angiotensin.","Ức chế enzyme chuyển đổi angiotensin, làm giảm hoạt động của hệ thống renin-angiotensin.","http://bvhoanghoa.ytethanhhoa.gov.vn/web/khoa-phong-chuc-nang/khoa-phong-chuc-nang/to-cong-tac-xa-hoi/benh-tang-huyet-ap-ke-giet-nguoi-tham-lang.html"
"200","DRUG_cc7943d52c","Drug","Thuốc corticosteroid dạng hít","Liều lượng: Flovent® HFA 100-250mcg/ngày. Tác dụng phụ: sưng miệng, tăng nguy cơ nhiễm nấm.","Dùng để điều trị viêm phế quản mạn tính và giảm đợt cấp.","Tác động trực tiếp lên niêm mạc đường thở, ức chế phản ứng viêm tại chỗ.","https://tamanhhospital.vn/giai-doan-benh-phoi-tac-nghen-man-tinh/"
"201","DRUG_ce231191e6","Drug","Thuốc hạ áp phối hợp","Dùng từ 2 loại trở lên, ưu tiên thuốc có hiệu quả tốt trong điều trị tăng huyết áp kèm suy thận mạn.","Điều trị tăng huyết áp trong bệnh thận mạn.","Tác dụng phối hợp giữa các loại thuốc hạ áp và lợi tiểu để kiểm soát huyết áp dưới 130/80mmHg.","https://www.vinmec.com/vie/bai-viet/dieu-tri-tang-huyet-ap-kem-suy-man-vi"
"202","DRUG_d0708908a3","Drug","Thuốc hạ mỡ máu","Liều lượng theo chỉ định, thường dùng lâu dài để kiểm soát mức lipid máu.","Giảm nguy cơ xơ vữa động mạch tiến triển.","Ức chế tổng hợp cholesterol nội sinh và tăng bài tiết acid mật.","https://web.archive.org/web/https://medlatec.vn/tin-tuc/hep-dong-mach-than-la-gi-muc-do-nguy-hiem-va-phuong-phap-dieu-tri"
"203","DRUG_d1e15b2498","Drug","Thuốc kiểm soát đường huyết","Liều lượng và cách dùng không được nêu cụ thể trong văn bản. | Cần kết hợp với kiểm soát huyết áp và lipid máu để đạt hiệu quả toàn diện. | Liều lượng và cách dùng không được nêu cụ thể trong văn bản.","Dùng để điều trị đái tháo đường tuýp 2 khi lối sống không đủ hiệu quả. | Kiểm soát glucose máu để ngăn ngừa biến chứng. | Dùng để điều trị đái tháo đường tuýp 2 khi lối sống không đủ hiệu quả. | Dùng cho người có mức đường huyết cao không đáp ứng với thay đổi lối sống. | Dùng để điều trị đái tháo đường tuýp 2 khi lối sống không đủ hiệu quả.","Cơ chế tác động chưa được nêu rõ trong văn bản, nhưng thường bao gồm ức chế hấp thu glucose ở ruột hoặc tăng nhạy cảm insulin. | Không rõ cụ thể trong văn bản, nhưng là một phần của 4 trụ cột điều trị ĐTĐ. | Cơ chế tác động chưa được nêu rõ trong văn bản, nhưng thường bao gồm ức chế hấp thu glucose ở ruột hoặc tăng nhạy cảm insulin.","http://ttyt.tamduong.laichau.gov.vn/quan-ly-nha-nuoc/hoat-dong-doan-doi/dai-thao-duong-tuyp-2-nguyen-nhan-trieu-chung-chan-doan-va-d.html | https://bachmai.gov.vn/bai-viet/dai-thao-duong-bien-chung-tim-mach-va-than-kinh-ngoai-bien-sat-thu-tham-lang?id=994f4df4-95c1-4760-8aee-8d07a69f9fe1 | http://ttyt.tamduong.laichau.gov.vn/quan-ly-nha-nuoc/hoat-dong-doan-doi/dai-thao-duong-tuyp-2-nguyen-nhan-trieu-chung-chan-doan-va-d.html | https://web.archive.org/web/http://ttyt.tamduong.laichau.gov.vn/quan-ly-nha-nuoc/hoat-dong-doan-doi/dai-thao-duong-tuyp-2-nguyen-nhan-trieu-chung-chan-doan-va-d.html | https://web.archive.org/web/http://ttyt.tamduong.laichau.gov.vn/quan-ly-nha-nuoc/hoat-dong-doan-doi/dai-thao-duong-tuyp-2-nguyen-nhan-trieu-chung-chan-doan-va-d.html"
"204","DRUG_d201b54a47","Drug","Tiotropium","Liều: dạng hít bột khô 18mcg/ngày hoặc dạng Respimat 2,5mcg/liều ngày 2 liều buổi sáng.","Điều trị duy trì BPTNMT giai đoạn trung bình đến nặng.","Kháng cholinergic tác dụng kéo dài, giảm co thắt phế quản.","https://web.archive.org/web/https://vncdc.gov.vn/huong-dan-chan-doan-va-dieu-tri-benh-phoi-tac-nghen-man-tinh-nd14577.html"
